codigo,asentamiento,tipo,clave_tipo,municipio
64000,Monterrey Centro,Colonia,9,39
64000,La Finca,Condominio,10,39
64004,Amway,Gran usuario,22,39
64007,Secretaría de Hacienda y Crédito Público,Gran usuario,22,39
64009,Palacio de Gobierno Del Estado de Nuevo León,Gran usuario,22,39
64010,Obrera,Colonia,9,39
64018,Nuevo Centro de Monterrey,Equipamiento,17,39
64018,Desarrollo Urbano Reforma,Unidad habitacional,31,39
64019,Condominios Constitución,Unidad habitacional,31,39
64020,Mitras Sur,Colonia,9,39
64020,Gonzalitos,Colonia,9,39
64030,Chepevera,Colonia,9,39
64030,Lomas,Colonia,9,39
64040,María Luisa,Colonia,9,39
64040,Deportivo Obispado,Colonia,9,39
64040,Unidad Aldama,Colonia,9,39
64049,Exseminario,Colonia,9,39
64050,Jardines del Cerro,Colonia,9,39
64050,Jardín,Colonia,9,39
64060,Obispado,Colonia,9,39
64070,Mirador,Colonia,9,39
64100,Barrio Antiguo,Colonia,9,39
64100,San Bernabé,Colonia,9,39
64102,Barrio Puerta del Sol,Colonia,9,39
64102,Barrio Alameda,Fraccionamiento,21,39
64102,Urbi Villa Bonita,Fraccionamiento,21,39
64102,Urbi Villa del Cedro Primer Sector,Fraccionamiento,21,39
64102,Barrio de la Industria,Colonia,9,39
64102,Mirasol Sector 3 (San Felipe),Barrio,2,39
64102,Barrio Margaritas,Colonia,9,39
64102,Privadas de Lincoln,Fraccionamiento,21,39
64102,Mirasol,Barrio,2,39
64102,Barrio Aztlán,Colonia,9,39
64102,Barrio Santa Isabel,Colonia,9,39
64102,Urbi Villa del Cedro Segundo Sector,Fraccionamiento,21,39
64102,Las Plazas,Fraccionamiento,21,39
64102,Barrio Estrella Norte y Sur,Colonia,9,39
64102,Arcos del Sol Elite,Fraccionamiento,21,39
64102,Barrio Moderna,Colonia,9,39
64102,Barrio del Prado,Colonia,9,39
64102,Barrio San Pedro,Colonia,9,39
64102,Arcos del Sol,Fraccionamiento,21,39
64102,Barrio San Carlos,Colonia,9,39
64102,Barrio Topo Chico,Colonia,9,39
64102,Barrio Acero,Colonia,9,39
64102,Barrio Chapultepec Norte,Colonia,9,39
64102,Jardines del Rey,Fraccionamiento,21,39
64102,Reserva Cumbres,Fraccionamiento,21,39
64102,Villas de San Bernabé,Colonia,9,39
64102,Barrio Chapultepec Sur,Colonia,9,39
64102,Barrio del Parque,Colonia,9,39
64102,Barrio San Luis,Colonia,9,39
64102,Urbi Villa del Rey,Fraccionamiento,21,39
64102,Las Estaciones,Fraccionamiento,21,39
64103,Real de San Bernabé,Fraccionamiento,21,39
64103,Profesor Miguel Ramos Arizpe,Colonia,9,39
64103,Lorenzo Garza (P-1),Colonia,9,39
64103,Alfonso Reyes (P-38),Colonia,9,39
64103,Arboledas de Escobedo (P-44),Colonia,9,39
64103,Cerradas del Poniente,Fraccionamiento,21,39
64103,La Alianza Sector D (P-94),Fraccionamiento,21,39
64103,"La Alianza Sector E (P-47,48)",Fraccionamiento,21,39
64103,"La Alianza Sector H (P-140,192)",Fraccionamiento,21,39
64103,La Alianza Sector T (P-24),Fraccionamiento,21,39
64103,María Leija Briones,Colonia,9,39
64103,Cuauhtémoc,Colonia,9,39
64103,José María Morelos,Colonia,9,39
64103,La Alianza Trazo Mao (P- 46),Colonia,9,39
64103,Valles de San Bernabé I,Colonia,9,39
64103,Los Nogales III (P-102),Colonia,9,39
64103,La Alianza Sector F (P-142),Fraccionamiento,21,39
64103,Paseo de San Bernabé,Colonia,9,39
64103,Villas de la Alianza,Colonia,9,39
64103,Martín de Zavala (P-34),Colonia,9,39
64103,San Antonio (P-37),Colonia,9,39
64103,Las Torres,Colonia,9,39
64103,La Alianza Sector M (P-61),Fraccionamiento,21,39
64103,La Alianza Sector Q (P-90),Fraccionamiento,21,39
64103,Homero López Ortiz,Colonia,9,39
64103,Villas de San Agustín,Colonia,9,39
64103,Madero,Colonia,9,39
64103,Santa Ana (P-63),Colonia,9,39
64103,Valles de San Bernabé III,Colonia,9,39
64103,"Los Nogales I y II (P-98, 109)",Colonia,9,39
64103,Arboledas de San Bernabe,Colonia,9,39
64103,Ampliación Nogales (P-87),Colonia,9,39
64103,La Alianza Trazo de A (P-28),Colonia,9,39
64103,Villas de San Sebastián,Colonia,9,39
64103,La Alianza P-128,Fraccionamiento,21,39
64103,"San Rodolfo Uno (P-89, 139)",Colonia,9,39
64103,Ignacio Manuel Altamirano,Colonia,9,39
64103,Valle de la Esperanza,Fraccionamiento,21,39
64103,San Gabriel,Colonia,9,39
64103,Urbi Villa Colonial,Colonia,9,39
64103,La Alianza Sector B,Fraccionamiento,21,39
64103,"La Alianza Sector I (P-58,68)",Fraccionamiento,21,39
64103,"La Alianza Sector J (P-79,137,87)",Fraccionamiento,21,39
64103,"La Alianza Sector K (P-43,51)",Fraccionamiento,21,39
64103,La Alianza Sector V (P-68),Fraccionamiento,21,39
64103,Balcones de San Bernabé,Colonia,9,39
64103,Villas del Carmen,Colonia,9,39
64103,La Alianza Sector C,Fraccionamiento,21,39
64103,San David I (P-33),Colonia,9,39
64103,Venustiano Carranza Sector la Alianza,Colonia,9,39
64103,Vicente Suárez,Colonia,9,39
64103,Portales de San Bernabé,Colonia,9,39
64103,San Isidro (P-108),Colonia,9,39
64103,"La Alianza Sector N (P-71,74)",Fraccionamiento,21,39
64103,Periodistas de México Primera Etapa,Colonia,9,39
64103,Misión San Bernabé,Colonia,9,39
64103,La Alianza Trazo Marcelino (P-130),Colonia,9,39
64103,Periodistas,Colonia,9,39
64103,Unión Antorchista,Colonia,9,39
64103,Aniceto Corpus,Colonia,9,39
64103,"Las Fuentes (P-53, 54, 134)",Colonia,9,39
64103,Jerónimo Treviño (P-35),Colonia,9,39
64103,"El Palmar (P-96, 141)",Colonia,9,39
64103,La Alianza Trazo Rosario (P- 90),Colonia,9,39
64103,Ingeniero José María Maldonado Tijerina,Colonia,9,39
64103,La Alianza Sector O (P-67),Fraccionamiento,21,39
64103,La Alianza Sector R (P-8-9),Fraccionamiento,21,39
64103,"Los Ángeles (P-49, 50, 133)",Colonia,9,39
64103,Comercial Lincoln Poniente,Zona industrial,37,39
64103,Diego de Montemayor,Colonia,9,39
64103,La Alianza Trazo Marco (P- 52),Colonia,9,39
64103,"San Pedro (P-72, 76, 736)",Colonia,9,39
64103,La Alianza Trazo Barrón (P- 93),Colonia,9,39
64103,Jardines de la Alianza,Colonia,9,39
64103,La Alianza Sector L (P-107),Fraccionamiento,21,39
64103,La Alianza Sector P (P-88),Fraccionamiento,21,39
64103,La Alianza Sector S (P-28),Fraccionamiento,21,39
64103,Prados San Bernabé,Colonia,9,39
64104,San Bernabé II (F-120),Colonia,9,39
64104,San Bernabé IV (F-124),Colonia,9,39
64104,San Bernabé III,Colonia,9,39
64105,San Bernabé XI (F-114),Fraccionamiento,21,39
64105,San Bernabé X (F-113),Colonia,9,39
64105,San Bernabé XII (F-115),Colonia,9,39
64105,San Bernabé IX  (F-112),Colonia,9,39
64106,San Bernabé XV (F-119),Colonia,9,39
64106,San Bernabé XIV (F-109),Colonia,9,39
64106,San Bernabé XIII (F-116),Colonia,9,39
64107,Colina de San Bernabé (F-25),Colonia,9,39
64108,Plutarco Elías Calles,Colonia,9,39
64109,San Bernabé (F-51),Colonia,9,39
64109,San Bernabé (F-105),Colonia,9,39
64109,3 de Febrero,Colonia,9,39
64110,Madre Selva,Colonia,9,39
64110,Misión Lincoln,Fraccionamiento,21,39
64116,Cumbre Alta,Fraccionamiento,21,39
64116,Lomas de Cumbres,Colonia,9,39
64116,Villa Cumbres,Colonia,9,39
64117,Balcones de las Mitras,Colonia,9,39
64117,Valle Verde Segundo Sector,Colonia,9,39
64117,Colinas de Valle Verde,Colonia,9,39
64118,Paseo de las Mitras,Colonia,9,39
64119,Fidel Velázquez (SNAT),Colonia,9,39
64120,Loma Linda,Colonia,9,39
64130,Lomas de Villa Alegre,Colonia,9,39
64130,Villa Alegre,Colonia,9,39
64140,Valle de Santa Lucía (Granja Sanitaria),Colonia,9,39
64140,Lomas Modelo,Colonia,9,39
64140,Unidad Modelo,Unidad habitacional,31,39
64145,Paso del Águila,Colonia,9,39
64148,Genaro Rojas Vázquez,Colonia,9,39
64150,Santa Cecilia,Colonia,9,39
64150,Villa Santa Cecilia,Colonia,9,39
64150,Álvaro Obregón,Colonia,9,39
64157,Rincón Santa Cecilia,Colonia,9,39
64157,Valle Santa Cecilia,Colonia,9,39
64158,Lomas de Santa Cecilia,Colonia,9,39
64159,Mitra Dorada,Colonia,9,39
64159,Cerritos Modelo (F-76),Colonia,9,39
64159,Lomas Modelo Norte,Colonia,9,39
64160,Nueva Modelo (F-8),Colonia,9,39
64160,16 de Septiembre,Colonia,9,39
64160,Nueva Galicia,Colonia,9,39
64160,Santa Cruz (F- 10),Colonia,9,39
64160,Esperanza o Peña Elizondo,Colonia,9,39
64160,15 de Marzo,Colonia,9,39
64160,Jardín Modelo,Colonia,9,39
64165,Residencial Raúl Rangel Frías,Colonia,9,39
64165,Unión de Fierreros,Colonia,9,39
64167,Lomas de La Unidad Modelo,Colonia,9,39
64168,Abelardo Zapata,Colonia,9,39
64170,Condocasa Mitras,Colonia,9,39
64170,Felipe Ángeles,Colonia,9,39
64170,San Francisco de Asís,Colonia,9,39
64170,Villa Mitras,Colonia,9,39
64178,Bortoní,Colonia,9,39
64180,Del Maestro,Colonia,9,39
64180,Torres Pravia,Fraccionamiento,21,39
64180,Nueva Morelos,Colonia,9,39
64180,Privada Cumbres,Condominio,10,39
64180,Valle Morelos,Colonia,9,39
64180,Morelos,Colonia,9,39
64186,5 de Mayo,Colonia,9,39
64190,Central,Colonia,9,39
64200,CROC,Unidad habitacional,31,39
64204,Valle de San Martín (F-24),Colonia,9,39
64205,Lomas de Topo Chico,Colonia,9,39
64206,El Porvenir,Colonia,9,39
64206,Laderas del Topo Chico (F-23),Colonia,9,39
64208,Conquistadores,Colonia,9,39
64209,Tierra Propia (F-35),Unidad habitacional,31,39
64210,7 de Noviembre (F-82),Colonia,9,39
64210,Dif (F-15),Colonia,9,39
64210,Articulo 27 (F-96),Colonia,9,39
64210,Fomerrey,Colonia,9,39
64210,San Martín,Colonia,9,39
64215,Libertadores de América,Colonia,9,39
64215,23 de Marzo,Colonia,9,39
64215,René Álvarez,Colonia,9,39
64215,Balcones de Aztlán,Colonia,9,39
64217,Municipal (Popular Municipal),Unidad habitacional,31,39
64217,San Bernabé VIII (F-125),Colonia,9,39
64217,PROVILEON San Bernabé,Colonia,9,39
64217,Popular,Fraccionamiento,21,39
64218,Benito Juárez (Tiraderos de Basura),Colonia,9,39
64218,Municipal Ampliación,Colonia,9,39
64219,Felipe Zambrano,Colonia,9,39
64219,Gloria Mendiola (Tierra Propia),Colonia,9,39
64220,Lomas de San Martín,Colonia,9,39
64220,1 de Mayo (F-97),Colonia,9,39
64225,5 de Mayo (F-93),Colonia,9,39
64226,La Amistad,Colonia,9,39
64227,Villa San Ángel Topo Chico,Colonia,9,39
64228,Francisco Villa,Colonia,9,39
64229,19 de Abril,Colonia,9,39
64229,Oscar Herrera Hosking,Colonia,9,39
64230,San Ángel (F-78),Colonia,9,39
64233,Fray Servando Teresa de Mier (F-6),Colonia,9,39
64234,18 de Febrero,Colonia,9,39
64235,Las Pedreras,Colonia,9,39
64235,Unidad del Pueblo,Unidad habitacional,31,39
64236,Tierra y Libertad Sector Heróico,Colonia,9,39
64237,La Esperanza (Tierra Propia),Colonia,9,39
64237,Fomerrey Sector Poniente,Colonia,9,39
64238,Predio Zapata,Colonia,9,39
64240,Los Dorados,Colonia,9,39
64240,Rafael Buelna,Colonia,9,39
64240,Moctezuma,Colonia,9,39
64240,Francisco González Bocanegra,Colonia,9,39
64240,Mártires de San Cosme,Colonia,9,39
64240,21 de Marzo 2 Sector,Colonia,9,39
64244,Tierra y Libertad Sector Sur,Colonia,9,39
64245,CNOP,Colonia,9,39
64246,Tierra y Libertad Sector Centro,Colonia,9,39
64247,Plan de San Luis,Colonia,9,39
64248,Madero,Colonia,9,39
64249,Tierra y Libertad Sector Norte,Colonia,9,39
64249,Unidad Reforma Urbana,Colonia,9,39
64250,Valle del Topo Chico Sexto Sector,Colonia,9,39
64250,Ferrocarrilera,Colonia,9,39
64250,Josefa Ortiz de Domínguez,Colonia,9,39
64250,Loma Bonita,Colonia,9,39
64250,Flores Magón 3 Sector,Colonia,9,39
64250,Pablo González,Colonia,9,39
64250,Residencial Aztlán,Colonia,9,39
64250,Unión Benito Garza Cantú,Colonia,9,39
64258,Carmen Serdán,Colonia,9,39
64259,Valle del Topo Chico,Colonia,9,39
64260,Monterrey Conjunto Habitacional,Fraccionamiento,21,39
64260,Kennedy,Colonia,9,39
64260,Lomas de Anáhuac,Colonia,9,39
64260,Constituyentes del 57,Colonia,9,39
64260,Luis Echeverría (F-75),Colonia,9,39
64260,Héroe de Nacozari,Colonia,9,39
64260,Hogares Ferrocarrileros,Colonia,9,39
64260,Topo Chico,Colonia,9,39
64260,Nogales Topo Chico,Colonia,9,39
64260,INFONAVIT Hogares Ferrocarrileros,Colonia,9,39
64264,La Meseta,Colonia,9,39
64265,Unión Benito Juárez,Colonia,9,39
64265,Cándido Díaz,Colonia,9,39
64265,Ávila Camacho,Colonia,9,39
64266,Belisario Domínguez,Colonia,9,39
64266,Nueva Topo Chico,Colonia,9,39
64268,Unión Cuauhtémoc,Colonia,9,39
64268,División del Norte,Colonia,9,39
64268,4 de Diciembre,Colonia,9,39
64268,Primero de Junio,Colonia,9,39
64268,10 de Junio,Colonia,9,39
64269,Lázaro Cárdenas,Colonia,9,39
64270,Santa Fe Nor Poniente,Colonia,9,39
64270,Simón Bolívar,Colonia,9,39
64270,Plaza Insurgentes,Colonia,9,39
64270,San José,Colonia,9,39
64280,Narciso Mendoza,Colonia,9,39
64280,Bernardo Reyes,Fraccionamiento,21,39
64280,Niño Artillero,Colonia,9,39
64280,Pueblo Quieto,Colonia,9,39
64290,Hidalgo,Colonia,9,39
64290,Regina,Colonia,9,39
64290,Popular,Colonia,9,39
64299,Predio Estrella,Colonia,9,39
64299,Industrial,Zona industrial,37,39
64299,AKRA,Zona industrial,37,39
64300,Jardín de las Mitras,Colonia,9,39
64300,Valle de las Mitras,Colonia,9,39
64310,Torres Lincoln,Colonia,9,39
64310,Residencial Abraham Lincoln,Colonia,9,39
64310,Premier Lincoln,Colonia,9,39
64310,Industrial Abraham Lincoln,Zona industrial,37,39
64320,Mitras Norte,Colonia,9,39
64330,San Jorge,Colonia,9,39
64330,Francisco García Naranjo (PROVILEON),Colonia,9,39
64330,Francisco García Naranjo (INDECO),Colonia,9,39
64339,Valle Verde Tercer Sector,Colonia,9,39
64340,Cumbres Elite Sector la Hacienda,Colonia,9,39
64340,Cumbres Elite Sector Villas,Fraccionamiento,21,39
64340,Privadas de Cumbres,Fraccionamiento,21,39
64340,Hacienda Mitras,Colonia,9,39
64340,Cumbres Le Fontaine,Fraccionamiento,21,39
64344,Pedregal Cumbres,Colonia,9,39
64345,Cumbre Allegro,Fraccionamiento,21,39
64345,Cumbres Elite Premier Privadas Alpes y Everest,Fraccionamiento,21,39
64346,Cumbres Renacimiento,Fraccionamiento,21,39
64346,Cumbres Rodeo,Fraccionamiento,21,39
64346,Cumbres Jade,Fraccionamiento,21,39
64346,Cumbres Providencia,Colonia,9,39
64346,Cumbres San Ángel,Fraccionamiento,21,39
64346,Real de Cumbres,Fraccionamiento,21,39
64346,Privadas Cumbres Diamante,Fraccionamiento,21,39
64346,Hacienda Santa Clara,Colonia,9,39
64346,Cima del Bosque,Fraccionamiento,21,39
64346,Paseo de Cumbres,Fraccionamiento,21,39
64347,Valle de las Cumbres Primer Sector,Colonia,9,39
64347,Cumbres Oro Residencial,Colonia,9,39
64347,Misión Cumbres 2 Sector,Colonia,9,39
64347,Valle de las Cumbres Segundo Sector,Colonia,9,39
64347,Cumbres Oro Sector Regency,Colonia,9,39
64347,Jardines de las Cumbres,Colonia,9,39
64347,Cumbres Quinta Real,Colonia,9,39
64348,Mirador de las Mitras,Colonia,9,39
64348,Misión de las Cumbres,Colonia,9,39
64348,Portal de Cumbres,Colonia,9,39
64349,Cumbres Antares,Fraccionamiento,21,39
64349,Cumbres del Sol,Fraccionamiento,21,39
64349,Cumbres Madeira,Fraccionamiento,21,39
64349,Cumbres Elite,Fraccionamiento,21,39
64349,Puerta de Hierro,Fraccionamiento,21,39
64349,Privadas Cumbres Elite,Fraccionamiento,21,39
64349,Cumbres Santa Clara,Fraccionamiento,21,39
64349,Cumbres San Agustín,Fraccionamiento,21,39
64349,Cumbres Callejuelas,Fraccionamiento,21,39
64349,Cumbres las Palmas,Colonia,9,39
64349,Espacio Cumbres,Fraccionamiento,21,39
64349,Cerradas de Cumbres,Fraccionamiento,21,39
64349,Colonial Cumbres,Colonia,9,39
64349,Cumbres Platinum,Colonia,9,39
64350,Valle del INFONAVIT,Unidad habitacional,31,39
64360,Valle Verde Primer Sector,Colonia,9,39
64360,Villa Dorada,Colonia,9,39
64360,Cumbres Campanario,Colonia,9,39
64365,Patronato Cruz Verde,Colonia,9,39
64366,Condocasas Cumbres,Unidad habitacional,31,39
64366,Cima de las Cumbres,Colonia,9,39
64366,Cumbrescondido,Fraccionamiento,21,39
64367,La Escondida Centro Urbano,Colonia,9,39
64367,Cumbres Sector la Esperanza,Colonia,9,39
64367,La Esperanza,Colonia,9,39
64368,Rincón de las Cumbres,Colonia,9,39
64369,Valle de los Cedros,Colonia,9,39
64370,Los Cedros,Colonia,9,39
64370,Los Altos,Colonia,9,39
64380,Burócratas Federales,Colonia,9,39
64380,Burócratas del Estado,Colonia,9,39
64390,Zapata,Colonia,9,39
64390,Antonio I Villarreal,Colonia,9,39
64390,UH.Lázaro Cárdenas,Colonia,9,39
64400,Estrella,Colonia,9,39
64410,Del Prado,Colonia,9,39
64410,Bella Vista,Colonia,9,39
64420,Garza Nieto,Colonia,9,39
64420,Benito Juárez,Colonia,9,39
64420,Pedro Lozano,Colonia,9,39
64420,Progreso,Colonia,9,39
64429,Heriberto Jara,Colonia,9,39
64430,Urdiales,Colonia,9,39
64440,Industrial,Colonia,9,39
64440,Ferrocarrilero (Predio 21),Fraccionamiento,21,39
64442,Cevecería Cuauhtémoc SA,Gran usuario,22,39
64450,15 de Mayo (Larralde),Colonia,9,39
64460,Tijerina,Colonia,9,39
64460,Mitras Centro,Colonia,9,39
64470,Obrerista,Colonia,9,39
64480,Talleres,Colonia,9,39
64488,10 de Marzo,Colonia,9,39
64489,Rubén Jaramillo,Colonia,9,39
64490,Sarabia,Colonia,9,39
64500,Del Norte,Colonia,9,39
64508,Residencial Vidriera,Colonia,9,39
64510,Juana de Arco,Colonia,9,39
64510,Mariano Escobedo,Colonia,9,39
64510,Coyoacán,Colonia,9,39
64510,Unión Mariano Escobedo,Colonia,9,39
64517,Industrial Benito Juárez,Colonia,9,39
64520,Céntrika Victoria Elite,Fraccionamiento,21,39
64520,Céntrika del Lago,Fraccionamiento,21,39
64520,Céntrika Victoria,Fraccionamiento,21,39
64520,Cementos,Colonia,9,39
64520,Vidriera,Colonia,9,39
64520,Victoria,Colonia,9,39
64520,Céntrika Crisoles,Fraccionamiento,21,39
64530,Madero Norte,Colonia,9,39
64530,Las Flores,Colonia,9,39
64530,Moderna,Colonia,9,39
64536,Jardines de la Moderna,Colonia,9,39
64540,Villas de Linda Vista,Colonia,9,39
64540,Parque Industrial Regiomontano,Zona industrial,37,39
64540,Santa Fe,Colonia,9,39
64540,Los Fresnos,Colonia,9,39
64540,Fontanares Churubusco Sur,Fraccionamiento,21,39
64549,Industrias del Vidrio,Colonia,9,39
64550,Asarco,Colonia,9,39
64550,Tampico,Colonia,9,39
64550,MartÍnez,Colonia,9,39
64550,Argentina,Colonia,9,39
64550,U C Martínez,Colonia,9,39
64550,Jardines de Churubusco,Colonia,9,39
64550,Cantú,Colonia,9,39
64550,Fabriles,Colonia,9,39
64550,Reforma,Colonia,9,39
64550,Privada Pinos,Fraccionamiento,21,39
64560,Nueva Madero,Colonia,9,39
64560,Venustiano Carranza,Colonia,9,39
64560,Francisco I Madero,Colonia,9,39
64568,Almaguer,Colonia,9,39
64570,Treviño,Colonia,9,39
64571,Vidriera Monterrey SA,Gran usuario,22,39
64580,Modelo,Colonia,9,39
64580,Acero,Colonia,9,39
64580,Terminal,Colonia,9,39
64580,Pablo A de la Garza,Colonia,9,39
64590,Álamos Corregidora,Colonia,9,39
64590,Fierro,Colonia,9,39
64590,Agrícola Acero,Colonia,9,39
64590,Agrícola,Colonia,9,39
64590,Churubusco,Colonia,9,39
64600,Leones,Colonia,9,39
64610,Las Cumbres,Colonia,9,39
64618,Llave de Oro,Colonia,9,39
64619,Cumbres Mediterráneo,Fraccionamiento,21,39
64619,Residencial Cumbres,Fraccionamiento,21,39
64619,Colinas de las Cumbres,Fraccionamiento,21,39
64619,Bosques de las Cumbres,Colonia,9,39
64619,Cumbres Paraíso,Fraccionamiento,21,39
64620,Vista Hermosa,Colonia,9,39
64623,Balcones de Galerías,Colonia,9,39
64630,Colinas de San Jerónimo,Colonia,9,39
64630,San Jemo,Colonia,9,39
64632,Jardines de San Jerónimo,Colonia,9,39
64633,Rincón de las Colinas,Colonia,9,39
64634,Villas de San Jerónimo,Fraccionamiento,21,39
64634,Colinas de Liverpool,Colonia,9,39
64634,Valle de San Jerónimo,Colonia,9,39
64634,Colonial San Francisco,Colonia,9,39
64634,Prados de San Jerónimo,Fraccionamiento,21,39
64634,Colinas de San Jerónimo,Zona comercial,33,39
64634,Real de San Jerónimo,Colonia,9,39
64634,Colonial San Jerónimo,Fraccionamiento,21,39
64634,La Vereda Privada Residencial,Fraccionamiento,21,39
64634,Lomas de San Jerónimo,Colonia,9,39
64635,Residencial San Jerónimo II,Colonia,9,39
64635,Colinas Diamante,Fraccionamiento,21,39
64636,Misión de San Jerónimo,Colonia,9,39
64636,Colinas de San Jerónimo Sector Lomas,Colonia,9,39
64637,Hacienda San Jerónimo,Fraccionamiento,21,39
64637,Colinas de San Jerónimo Sector Panorama 2 Sector,Colonia,9,39
64637,Villas de San Jerónimo,Colonia,9,39
64637,Rincón de San Jerónimo,Colonia,9,39
64637,Rincón de San Jemo,Colonia,9,39
64638,Cantera,Fraccionamiento,21,39
64638,Colinas de San Gerardo,Colonia,9,39
64638,Las Lajas,Fraccionamiento,21,39
64638,Balcones de Colinas de San Jerónimo,Colonia,9,39
64639,San Jemo Tercer Sector,Colonia,9,39
64639,Residencial Dinastía,Fraccionamiento,21,39
64639,Monteleón,Fraccionamiento,21,39
64639,Residencial las Colinas,Colonia,9,39
64640,San Jerónimo,Colonia,9,39
64649,Residencial Galerías,Colonia,9,39
64650,La Escondida,Colonia,9,39
64650,Rincón de Santa María,Colonia,9,39
64650,Santa María,Colonia,9,39
64650,Cumbres del Valle,Fraccionamiento,21,39
64650,Cooperativa Cuauhtémoc,Colonia,9,39
64650,Colinas del Valle,Fraccionamiento,21,39
64659,Sendero San Jerónimo,Colonia,9,39
64660,Rincón del Valle,Colonia,9,39
64660,Miravalle,Colonia,9,39
64700,Roma Sur,Colonia,9,39
64700,Nuevo Repueblo,Colonia,9,39
64700,Roma,Colonia,9,39
64700,Tecnológico,Colonia,9,39
64710,Pío X,Colonia,9,39
64710,Hacienda San Francisco,Fraccionamiento,21,39
64710,El Maguey,Colonia,9,39
64710,Unión Francisco I Madero,Colonia,9,39
64710,Loma Larga,Colonia,9,39
64710,Nuevas Colonias,Colonia,9,39
64710,Comercial Ampliación Doctores,Zona comercial,33,39
64710,Balcones del Carmen,Colonia,9,39
64710,Del Carmen,Colonia,9,39
64710,Los Doctores,Colonia,9,39
64710,Lomas de San Francisco,Colonia,9,39
64715,Los Magueyes,Fraccionamiento,21,39
64715,Loma Larga,Fraccionamiento,21,39
64718,Sertoma,Colonia,9,39
64720,Centro,Fraccionamiento,21,39
64720,Unión Miguel Barrera,Colonia,9,39
64720,Independencia,Fraccionamiento,21,39
64720,Unión de Colonos A Reyes,Colonia,9,39
64720,Ancira,Colonia,9,39
64720,Benito Juárez (F-96),Colonia,9,39
64723,Predio Francisco Zarco,Colonia,9,39
64723,Unión Luis Echeverría,Colonia,9,39
64723,Unión J Carlos Camacho,Colonia,9,39
64723,Unión Francisco Zarco,Colonia,9,39
64723,Unión Loma Larga,Colonia,9,39
64730,Tanque de Guadalupe,Colonia,9,39
64730,América Número Dos,Colonia,9,39
64730,Arturo B de la Garza,Colonia,9,39
64730,La Pedrera,Colonia,9,39
64730,Alfonso Reyes,Colonia,9,39
64740,Roma Privada,Colonia,9,39
64740,Jardines Roma,Colonia,9,39
64740,México,Colonia,9,39
64740,Arroyo Seco,Colonia,9,39
64740,Altavista Sur,Colonia,9,39
64740,Las Retamas,Colonia,9,39
64750,Luis Echeverría Sur,Colonia,9,39
64750,Altamira (Manz 20),Colonia,9,39
64750,Las Canteras,Colonia,9,39
64750,Haciendas de la Sierra,Fraccionamiento,21,39
64750,Valle del Mirador,Colonia,9,39
64750,Altamira,Colonia,9,39
64753,Privanzas Quinto Sector,Colonia,9,39
64753,Las Privanzas Mallorca,Colonia,9,39
64753,Alfareros,Colonia,9,39
64753,Los Ángeles Bosque Residencial,Fraccionamiento,21,39
64754,Jardín de las Torres,Colonia,9,39
64760,Ruíz Cortines,Colonia,9,39
64760,Cerro de la Campana,Colonia,9,39
64760,15 de Septiembre,Colonia,9,39
64760,Unión el Rinconcito,Colonia,9,39
64760,Desarrollo las Torres 91,Colonia,9,39
64760,Martínez Domínguez A Unión (La Campana),Colonia,9,39
64764,Los Rosales,Colonia,9,39
64764,Valparaíso,Colonia,9,39
64765,Antigua,Fraccionamiento,21,39
64765,Laderas del Mirador (F-XXI),Colonia,9,39
64769,Burócratas Municipales,Colonia,9,39
64770,Altavista Invernadero,Colonia,9,39
64770,Villa los Pinos,Colonia,9,39
64770,Altavista Sector Lomas,Colonia,9,39
64770,Balcones de Altavista,Colonia,9,39
64780,Las Brisas,Colonia,9,39
64780,Mártires de Tlatelolco,Colonia,9,39
64780,18 de Marzo,Colonia,9,39
64780,Sierra Ventana,Colonia,9,39
64780,Brisas Diamante,Colonia,9,39
64780,Más Palomas (Valle de Santiago),Colonia,9,39
64780,13 de Junio,Colonia,9,39
64780,Las Brisas Sector la Punta,Colonia,9,39
64783,25 de Marzo (Sierra Ventana),Colonia,9,39
64788,Sierra Ventana (Revolución Proletaria),Colonia,9,39
64790,Valle de las Brisas,Colonia,9,39
64790,Torres Brisas,Colonia,9,39
64790,Balcones del Mirador,Colonia,9,39
64790,Valle del Marquez,Colonia,9,39
64798,Paseos del Marquez,Colonia,9,39
64800,Buenos Aires,Fraccionamiento,21,39
64800,Buenos Aires,Colonia,9,39
64810,Residencial la Florida,Colonia,9,39
64810,Cerro de la Silla,Colonia,9,39
64810,España,Colonia,9,39
64810,La Florida,Fraccionamiento,21,39
64810,Caracol,Colonia,9,39
64810,Villa Florida,Colonia,9,39
64810,Plaza Revolución,Condominio,10,39
64820,Valle del Huajuco,Colonia,9,39
64820,Ex Hacienda el Ancón,Fraccionamiento,21,39
64820,Jardín Español,Colonia,9,39
64820,El Realito,Colonia,9,39
64820,Residencial la Española,Fraccionamiento,21,39
64820,Plaza Chapultepec,Zona comercial,33,39
64820,Ancón del Huajuco,Colonia,9,39
64820,Nueva Española,Colonia,9,39
64830,LTH,Colonia,9,39
64830,La Primavera,Colonia,9,39
64830,Ladrillera,Colonia,9,39
64830,Estadio,Colonia,9,39
64830,Narvarte,Colonia,9,39
64833,Valle Primavera,Colonia,9,39
64834,Rincón de la Primavera,Colonia,9,39
64836,Industrial y Comercial,Zona comercial,33,39
64840,Altavista,Colonia,9,39
64840,Nueva España,Colonia,9,39
